cik,start_date,end_date,label
0000921512,19930930,19960930,1
0000908613,19930917,19960917,1
0000873979,19930603,19960603,1
0000906599,19930602,19960602,1
0000858482,19930310,19960310,1
0000912091; 0000912192,19930130,19960130,1
0000809572,19930120,19960120,1
0000355589; 0000858797,19930114,19960114,1
0000906598,19930110,19960110,1
0000832334,19921025,19951025,1
0000011821,19920924,19950924,1
0000790815,19920924,19950924,1
0000853529,19920712,19950712,1
0000814228,19920321,19950321,1
0000909727,19920209,19950209,1
0000093308,19911227,19941227,1
0000801441,19911110,19941110,1
0000004325,19911030,19941030,1
0000857954,19910918,19940918,1
0000744795,19910516,19940516,1
0000716180,19910203,19940203,1
0000718585,19901123,19931123,1
0000888139,19900817,19930817,1
0000862885,19900805,19930805,1
0000320654,19900722,19930722,1
0000736469,19900721,19930721,1
0000857475,19891219,19921219,1
0000102695,19880204,19910204,1
0000847908,19870606,19900606,1
0000725774,19860629,19890629,1
0000034945; 0000794367,19860115,19890115,1
64670,20061108,20091108,0
1327129,19940309,19970309,0
1160864,20031227,20061227,0
1172852,20090617,20120617,0
39677,19971220,20001220,0
1003078,20050717,20080717,0
895648,20040611,20070611,0
1162030,19970815,20000815,0
1228454,19991119,20021119,0
320187,20151215,20181215,0
1040596,20001216,20031216,0
805267,19990131,20020131,0
1169561,20130130,20160130,0
1118237,19980124,20010124,0
1439288,19990709,20020709,0
72162,20120112,20150112,0
872835,20041201,20071201,0
887905,20000319,20030319,0
867665,20050928,20080928,0
93444,20060203,20090203,0
1171298,19860115,19890115,0
1490281,20080119,20110119,0
707605,20090128,20120128,0
1084580,19971018,20001018,0
913957,20120112,20150112,0
1127342,20080702,20110702,0
910329,20110828,20140828,0
1045450,19990310,20020310,0
750004,20041015,20071015,0
893577,20040805,20070805,0
1476045,20050615,20080615,0
1466292,19971116,20001116,0
1335236,20160413,20190413,0
278041,20010207,20040207,0
1202806,20090530,20120530,0
1070698,20041105,20071105,0
275053,20030427,20060427,0
927628,19990715,20020715,0
884219,20150331,20180331,0
89439,20040604,20070604,0
1484478,20061007,20091007,0
933034,20060514,20090514,0
1127160,19990514,20020514,0
717806,20070824,20100824,0
1181506,20091014,20121014,0
1001718,20041201,20071201,0
1490224,20050310,20080310,0
859737,20150811,20180811,0
855886,20120605,20150605,0
1546417,20070930,20100930,0
1042521,20140402,20170402,0
1356857,20050825,20080825,0
1308606,19990904,20020904,0
1063561,19990320,20020320,0
886346,19960125,19990125,0
91388,20050327,20080327,0
1437106,20000610,20030610,0
1534701,20000930,20030930,0
1525998,20030629,20060629,0
1086909,20110809,20140809,0
1259429,19970820,20000820,0
866787,20000429,20030429,0
216228,20061101,20091101,0
731802,19950122,19980122,0
1092796,19990627,20020627,0
1501103,20070211,20100211,0
1193558,19951228,19981228,0
897075,20090128,20120128,0
1438231,20110930,20140930,0
1200448,19970926,20000926,0
1326200,20050915,20080915,0
828803,19930114,19960114,0
1475274,20120907,20150907,0
773141,19980206,20010206,0
1470683,20051028,20081028,0
314203,20050316,20080316,0
28367,19940113,19970113,0
906345,20120112,20150112,0
917491,20050320,20080320,0
1396016,19951228,19981228,0
1292900,20080214,20110214,0
1410428,20050626,20080626,0
818850,20050626,20080626,0
922864,20031218,20061218,0
764065,20060315,20090315,0
1163739,19990601,20020601,0
874977,19981212,20011212,0
317771,20040221,20070221,0
894237,19940406,19970406,0
49196,19980603,20010603,0
1579241,20031126,20061126,0
1275014,19970201,20000201,0
1246263,20070410,20100410,0
862510,20030214,20060214,0
75340,20080227,20110227,0
1566897,19990519,20020519,0
809559,20040819,20070819,0
740663,19980221,20010221,0
1076405,19980224,20010224,0
1297996,19971015,20001015,0
60667,20100917,20130917,0
1344154,20030711,20060711,0
907562,20100924,20130924,0
803352,20061231,20091231,0
742685,20150129,20180129,0
898660,19990715,20020715,0
1126975,20150610,20180610,0
1052100,20050114,20080114,0
91882,20050331,20080331,0
1465740,20141015,20171015,0
1113232,20030919,20060919,0
1120105,19970208,20000208,0
943324,19981008,20011008,0
1311230,19990602,20020602,0
838875,20010519,20040519,0
921847,20150724,20180724,0
1501364,19991216,20021216,0
1276469,19980124,20010124,0
1070794,19990815,20020815,0
897269,20070616,20100616,0
909724,20071215,20101215,0
1158172,19970801,20000801,0
821026,20110104,20140104,0
1390840,20000930,20030930,0
1509432,19981010,20011010,0
809844,20140810,20170810,0
815556,20120727,20150727,0
1009891,20041219,20071219,0
890393,20110115,20140115,0
921112,19950420,19980420,0
850693,20160510,20190510,0
1133016,19990528,20020528,0
1020416,20080223,20110223,0
1128725,20091121,20121121,0
1172052,20130606,20160606,0
1070296,20060514,20090514,0
1488039,20130813,20160813,0
1335190,20041010,20071010,0
1388430,19971005,20001005,0
868267,19960808,19990808,0
858707,20060301,20090301,0
55772,20010615,20040615,0
1181026,20130116,20160116,0
1551182,20060430,20090430,0
869405,20011214,20041214,0
910068,20110115,20140115,0
1307579,20000120,20030120,0
874761,19910203,19940203,0
811156,20070304,20100304,0
1314128,20150331,20180331,0
1419242,20041204,20071204,0
34782,20060819,20090819,0
1378590,19900805,19930805,0
1157601,19961218,19991218,0
801337,19990904,20020904,0
1487371,20050311,20080311,0
1284807,19981218,20011218,0
1162028,20060820,20090820,0
1540400,19990815,20020815,0
1039280,20120927,20150927,0
1467076,19960229,19990301,0
1490165,20040424,20070424,0
1376339,20101205,20131205,0
1050377,19970723,20000723,0
1283699,20091031,20121031,0
887596,20031009,20061009,0
1065332,20150807,20180807,0
945394,19990627,20020627,0
1470795,20010517,20040517,0
1129260,20040407,20070407,0
1059341,20040805,20070805,0
1382911,20090927,20120927,0
1065696,20040220,20070220,0
1100441,20080803,20110803,0
927066,19981218,20011218,0
1067419,20141221,20171221,0
1177609,19990617,20020617,0
77182,19960720,19990720,0
1162027,20050224,20080224,0
1254419,20080613,20110613,0
1532750,20050721,20080721,0
1388133,20020303,20050303,0
1043186,19970302,20000302,0
1208208,20030720,20060720,0
1510326,20160329,20190329,0
844965,20040611,20070611,0
1584952,20031227,20061227,0
1267890,19961005,19991005,0
1022321,20120605,20150605,0
832101,20120315,20150315,0
1372267,19971019,20001019,0
837852,20080829,20110829,0
792977,20001129,20031129,0
906465,20041020,20071020,0
1093649,20090507,20120507,0
1370416,20051110,20081110,0
105076,20070808,20100808,0
1539838,20050302,20080302,0
32166,20120310,20150310,0
278130,20031030,20061030,0
56679,20081016,20111016,0
1074902,20050616,20080616,0
29834,20160209,20190209,0
1267902,20060430,20090430,0
1052045,19960222,19990222,0
82628,19950201,19980201,0
766792,20050331,20080331,0
1471265,20060414,20090414,0
1179929,20040604,20070604,0
1586300,20020220,20050220,0
1472595,19931006,19961006,0
1265708,19940202,19970202,0
1227025,20060709,20090709,0
1283858,19990620,20020620,0
1189740,19991208,20021208,0
356942,19930120,19960120,0
791519,20050302,20080302,0
94673,19990321,20020321,0
709283,19990629,20020629,0
1062449,19981212,20011212,0
1301280,20050406,20080406,0
834285,19920924,19950924,0
1275477,19980509,20010509,0
885074,20050330,20080330,0
1302246,19931006,19961006,0
1060523,19980913,20010913,0
1381186,19990214,20020214,0
1158780,20130830,20160830,0
901491,20131211,20161211,0
910073,19970105,20000105,0
102037,19880204,19910204,0
778734,20080415,20110415,0
1049782,19940401,19970401,0
1474098,20050110,20080110,0
844143,20050331,20080331,0
1431897,20041113,20071113,0
749251,20041202,20071202,0
1088856,20150415,20180415,0
1298663,20040923,20070923,0
1091735,20130511,20160511,0
1285650,19990724,20020724,0
1490872,20080514,20110514,0
1380534,20050331,20080331,0
847466,19991015,20021015,0
875622,19960310,19990310,0
1396814,20150904,20180904,0
809248,19980523,20010523,0
757011,20051115,20081115,0
1504461,20160511,20190511,0
1301106,20120727,20150727,0
1056861,19960814,19990814,0
1466593,20090311,20120311,0
1265419,20060816,20090816,0
1575515,19990601,20020601,0
216085,19981202,20011202,0
1057693,20061108,20091108,0
1331520,20120112,20150112,0
1047919,20041105,20071105,0
765880,20010107,20040107,0
1515673,19991031,20021031,0
31277,20021129,20051129,0
1517526,19990321,20020321,0
1076481,20041215,20071215,0
1165002,20070708,20100708,0
8670,20001216,20031216,0
1528849,20020707,20050707,0
1082754,20100321,20130321,0
1040719,20071003,20101003,0
1472215,20000520,20030520,0
354950,19960405,19990405,0
1288855,20130131,20160131,0
1059366,19990220,20020220,0
1003130,19961214,19991214,0
783325,19950212,19980212,0
1378946,19990502,20020502,0
1534880,20080119,20110119,0
891554,20081012,20111012,0
64803,20150807,20180807,0
1113809,20110115,20140115,0
18172,20001216,20031216,0
850660,19990219,20020219,0
354190,20051230,20081230,0
929940,19870606,19900606,0
1045810,20051014,20081014,0
1131312,20090507,20120507,0
1392577,19970801,20000801,0
936468,20131013,20161013,0
3153,19971019,20001019,0
1528811,19990709,20020709,0
885245,20110227,20140227,0
880631,20000624,20030624,0
1046257,20050105,20080105,0
18349,20110930,20140930,0
14707,20070128,20100128,0
1141299,20001015,20031015,0
108772,20130514,20160514,0
828944,19980124,20010124,0
1421517,20141022,20171022,0
910638,20110828,20140828,0
1396033,19920924,19950924,0
1142750,20060923,20090923,0
855612,20110115,20140115,0
819220,20080316,20110316,0
1108524,20090723,20120723,0
46080,20010611,20040611,0
908937,20040425,20070425,0
21344,20010517,20040517,0
1022438,19941021,19971021,0
836429,20110205,20140205,0
923118,20040611,20070611,0
96763,20041013,20071013,0
885731,20081114,20111114,0
98246,20080911,20110911,0
1297336,19970829,20000829,0
1433660,19950212,19980212,0
1328581,20080325,20110325,0
1411303,20060928,20090928,0
1368265,19940113,19970113,0
353482,19981031,20011031,0
874292,19971116,20001116,0
1509892,20041031,20071031,0
1195933,20130130,20160130,0
1287498,20000329,20030329,0
1276827,20040923,20070923,0
873044,20111231,20141231,0
1268984,20050713,20080713,0
1448397,20160414,20190414,0
1077866,20130830,20160830,0
1109345,20140129,20170129,0
1378950,20020202,20050202,0
878929,20001214,20031214,0
1358164,20000202,20030202,0
1410636,19930310,19960310,0
1138412,20000901,20030901,0
914398,20130110,20160110,0
69671,20160310,20190310,0
886206,20070928,20100928,0
1334036,19970820,20000820,0
7332,19970807,20000807,0
1182129,19970501,20000501,0
1218320,20010207,20040207,0
1305294,20050810,20080810,0
790730,20021101,20051101,0
785815,19990320,20020320,0
940298,20120223,20150223,0
1316656,19930114,19960114,0
945764,19940406,19970406,0
1518222,19961108,19991108,0
41499,19971018,20001018,0
1084765,20160510,20190510,0
1372326,20040220,20070220,0
355948,19971114,20001114,0
1336047,20070328,20100328,0
1467760,19911030,19941030,0
1299033,20080619,20110619,0
1360555,19981216,20011216,0
823768,19981213,20011213,0
1038363,19981004,20011004,0
1558785,20031030,20061030,0
1332349,19970801,20000801,0
1103021,20050513,20080513,0
1386369,20050713,20080713,0
879101,19990120,20020120,0
806279,20100924,20130924,0
874444,20051124,20081124,0
1131554,19990320,20020320,0
1344413,20130816,20160816,0
1014507,20090627,20120627,0
1409012,20020214,20050214,0
1578685,20050405,20080405,0
1069878,20030514,20060514,0
1411207,20071214,20101214,0
64978,20010624,20040624,0
1487990,20110212,20140212,0
1340122,20120208,20150208,0
1318605,19990708,20020708,0
1057877,20050330,20080330,0
748691,20050105,20080105,0
1001606,19970201,20000201,0
908837,20130517,20160517,0
875355,20060825,20090825,0
917100,19960720,19990720,0
803014,19991023,20021023,0
106455,20110930,20140930,0
1219601,19970713,20000713,0
1062047,20050420,20080420,0
95029,20040326,20070326,0
1267130,20151112,20181112,0
1382519,19970222,20000222,0
946823,20070215,20100215,0
1172097,20050330,20080330,0
864559,20130104,20160104,0
1419521,20050731,20080731,0
1421525,19980124,20010124,0
215466,19970302,20000302,0
895329,19991015,20021015,0
730464,19970718,20000718,0
19612,20020918,20050918,0
923603,20021227,20051227,0
66740,19940309,19970309,0
1358071,20050716,20080716,0
1144879,20151003,20181003,0
1420488,19971102,20001102,0
1497770,20160415,20190415,0
1583744,20031030,20061030,0
225051,20010701,20040701,0
1046788,20091014,20121014,0
802806,20120223,20150223,0
1525221,20160217,20190217,0
1544229,20100916,20130916,0
934936,20031119,20061119,0
1528356,20100415,20130415,0
874238,20060430,20090430,0
1281774,20081219,20111219,0
1494904,19911227,19941227,0
851169,20120203,20150203,0
1574532,20030920,20060920,0
906193,20111103,20141103,0
807884,19921025,19951025,0
1365754,20050928,20080928,0
1144945,20061129,20091129,0
1399542,19990514,20020514,0
36270,20060819,20090819,0
1326390,19990815,20020815,0
1432150,19940309,19970309,0
1569187,20070214,20100214,0
1274057,20131013,20161013,0
1454741,20090503,20120503,0
885125,20081003,20111003,0
921114,20030508,20060508,0
1430306,20050206,20080206,0
863894,20120725,20150725,0
911638,19970806,20000806,0
1213660,20050928,20080928,0
1375320,20101023,20131023,0
80661,20041201,20071201,0
789570,20100711,20130711,0
95052,20131211,20161211,0
1018963,19971102,20001102,0
1124887,19971114,20001114,0
1300317,20050212,20080212,0
1232863,20041110,20071110,0
350199,20071007,20101007,0
723612,20080911,20110911,0
1067092,20130116,20160116,0
1087456,20000514,20030514,0
1478484,20070826,20100826,0
924901,19901123,19931123,0
888504,20121024,20151024,0
1421419,20130122,20160122,0
830622,20041113,20071113,0
1429775,19940821,19970821,0
11199,20150217,20180217,0
52988,20160510,20190510,0
1358356,20000514,20030514,0
1165216,20060923,20090923,0
76282,19940629,19970629,0
1501078,20050601,20080601,0
840715,19960404,19990404,0
805023,20000120,20030120,0
1043509,20130130,20160130,0
1335686,19960915,19990915,0
1327811,20000610,20030610,0
1168195,20080803,20110803,0
1320492,20040308,20070308,0
1013488,20140629,20170629,0
714395,20040623,20070623,0
1169770,19980220,20010220,0
929987,20010908,20040908,0
868611,20001001,20031001,0
319256,19990924,20020924,0
842023,20031030,20061030,0
1253986,20100210,20130210,0
873303,20100806,20130806,0
891166,20070826,20100826,0
1030206,20150916,20180916,0
1050825,20061101,20091101,0
748270,19971102,20001102,0
824463,20041205,20071205,0
30822,20050209,20080209,0
1412095,20041107,20071107,0
1551040,19910203,19940203,0
1077183,20040330,20070330,0
352183,20050316,20080316,0
804753,20030425,20060425,0
911177,19981231,20011231,0
54883,20100618,20130618,0
1433270,19990502,20020502,0
1350970,20130501,20160501,0
831001,20110115,20140115,0
1297704,20070121,20100121,0
894315,20120112,20150112,0
1022408,19970322,20000322,0
884731,20160301,20190301,0
1013871,19980801,20010801,0
713676,20030806,20060806,0
875159,19950113,19980113,0
1333493,20110806,20140806,0
1360901,19971011,20001011,0
1000623,20120509,20150509,0
1036262,19970329,20000329,0
1066745,20140425,20170425,0
1295172,20050616,20080616,0
225263,20110623,20140623,0
1072379,19930602,19960602,0
1475841,20110104,20140104,0
1066134,20050212,20080212,0
1361983,20041112,20071112,0
1321268,19971113,20001113,0
1313730,20041010,20071010,0
1398161,20090131,20120131,0
1322436,20030720,20060720,0
844161,19940406,19970406,0
1130258,20001129,20031129,0
1461993,20040221,20070221,0
1283140,20041201,20071201,0
1514490,19930110,19960110,0
935703,20060928,20090928,0
850141,19990304,20020304,0
1585364,20150129,20180129,0
1046188,20041201,20071201,0
1372791,19990627,20020627,0
1423818,20140508,20170508,0
216851,20120115,20150115,0
862313,20100418,20130418,0
790051,19970208,20000208,0
855654,19960831,19990831,0
1543643,19980124,20010124,0
1133470,19931006,19961006,0
1452384,20091230,20121230,0
1527541,19900805,19930805,0
1282552,19990708,20020708,0
353943,20040303,20070303,0
1490983,19941021,19971021,0
755003,19971113,20001113,0
1482080,20130813,20160813,0
1228509,20000329,20030329,0
1275158,20031018,20061018,0
1232582,20120518,20150518,0
354964,20160329,20190329,0
1040853,20050330,20080330,0
1165231,19910516,19940516,0
704415,20030123,20060123,0
1259515,19920712,19950712,0
811212,20120415,20150415,0
1177212,19931105,19961105,0
949158,20080104,20110104,0
1108134,19970111,20000111,0
750574,19970806,20000806,0
1084717,20050331,20080331,0
1507615,19981227,20011227,0
895126,20010914,20040914,0
1381668,19970718,20000718,0
1410997,19960915,19990915,0
276209,19970702,20000702,0
898173,20050505,20080505,0
6885,20040805,20070805,0
1041024,20020419,20050419,0
75362,19951228,19981228,0
1294017,20070520,20100520,0
1075415,20140715,20170715,0
868271,20060414,20090414,0
1201663,19990620,20020620,0
858558,20070315,20100315,0
1296250,20050130,20080130,0
1413898,20101110,20131110,0
854560,19981209,20011209,0
39899,20030514,20060514,0
1033012,19961213,19991213,0
1168455,19970105,20000105,0
813672,19990205,20020205,0
1058690,19980308,20010308,0
892482,20081119,20111119,0
1282637,19940810,19970810,0
12978,20010611,20040611,0
883975,20110818,20140818,0
1504545,20120509,20150509,0
1004125,20001015,20031015,0
896161,19981003,20011003,0
1295810,20010615,20040615,0
728249,20030720,20060720,0
1007587,20021129,20051129,0
884144,20010506,20040506,0
1002517,20120613,20150613,0
899723,19970111,20000111,0
813461,20070516,20100516,0
917470,19990407,20020407,0
772406,20070824,20100824,0
101473,19960405,19990405,0
1029299,19981213,20011213,0
23666,19990914,20020914,0
872912,19960720,19990720,0
921082,20020918,20050918,0
1415277,19940401,19970401,0
1410660,20001015,20031015,0
846538,20041203,20071203,0
1055160,20091230,20121230,0
1260990,19961207,19991207,0
882151,20120111,20150111,0
1334814,20011016,20041016,0
885732,20080104,20110104,0
1053706,20050416,20080416,0
925528,20010111,20040111,0
1078075,20050217,20080217,0
1176334,19980417,20010417,0
103595,20041204,20071204,0
1442505,19991208,20021208,0
701347,19991017,20021017,0
1056923,19991216,20021216,0
354963,20030816,20060816,0
1302901,20081213,20111213,0
319655,20020329,20050329,0
946840,20050206,20080206,0
1354327,20100210,20130210,0
27904,20120224,20150224,0
1034054,20140816,20170816,0
7536,20060105,20090105,0
1037540,19960404,19990404,0
862716,19990321,20020321,0
1000234,20041107,20071107,0
20740,19980124,20010124,0
910108,20020508,20050508,0
866368,20040407,20070407,0
1351051,20060920,20090920,0
1410838,20130816,20160816,0
1285224,20130821,20160821,0
1021270,19950715,19980715,0
1299506,19971120,20001120,0
1166691,19980625,20010625,0
912833,19971220,20001220,0
1105841,20050130,20080130,0
1065059,20060727,20090727,0
1118417,19970515,20000515,0
36146,20120122,20150122,0
1320375,20160514,20190514,0
277375,20070616,20100616,0
742112,19980220,20010220,0
65270,20060702,20090702,0
1095357,20081214,20111214,0
1232400,20100407,20130407,0
1422105,19970813,20000813,0
873538,20081016,20111016,0
884121,19970717,20000717,0
351145,20160416,20190416,0
1037038,20061108,20091108,0
1223026,20050219,20080219,0
1047170,20150811,20180811,0
1469392,20110204,20140204,0
1419581,19950122,19980122,0
1166388,19970305,20000305,0
1496749,20051230,20081230,0
1560672,20031130,20061130,0
823094,20041001,20071001,0
1034669,20061119,20091119,0
1283157,20001015,20031015,0
28917,19990131,20020131,0
920112,19880204,19910204,0
1252509,20050331,20080331,0
1441848,20040902,20070902,0
907471,20140204,20170204,0
1085706,19960315,19990315,0
5187,20080619,20110619,0
318833,19990629,20020629,0
1104349,20041105,20071105,0
1289308,19970501,20000501,0
2969,20070328,20100328,0
1289868,20120516,20150516,0
860413,19970216,20000216,0
854860,20070328,20100328,0
1199004,19960110,19990110,0
1400848,19940202,19970202,0
1040593,19970329,20000329,0
1264587,19960808,19990808,0
75488,19940316,19970316,0
40704,19970501,20000501,0
743988,20080918,20110918,0
1471088,20081012,20111012,0
1397911,19950201,19980201,0
708818,20160329,20190329,0
1297178,20080730,20110730,0
1163461,20160415,20190415,0
1210227,19971005,20001005,0
1002037,19960310,19990310,0
1436549,19970418,20000418,0
38725,20110317,20140317,0
1310445,20080119,20110119,0
845877,20051115,20081115,0
1504619,20040611,20070611,0
793524,19970928,20000928,0
1375686,19951228,19981228,0
820081,19980307,20010307,0
1005010,19991208,20021208,0
817473,20120509,20150509,0
1090872,20091031,20121031,0
865415,19980213,20010213,0
11544,20160415,20190415,0
1058425,19970808,20000808,0
835324,19960405,19990405,0
1287032,19980912,20010912,0
884217,20050331,20080331,0
1184702,20041228,20071228,0
1323854,20041105,20071105,0
1094739,20070516,20100516,0
1487561,20050224,20080224,0
355048,19981003,20011003,0
851520,20060722,20090722,0
1485001,20051124,20081124,0
1562463,19970111,20000111,0
1164727,19991114,20021114,0
918646,20000130,20030130,0
1576018,20050825,20080825,0
915773,20110308,20140308,0
1526952,20040220,20070220,0
105319,20000319,20030319,0
1012477,20020816,20050816,0
879169,20061101,20091101,0
713002,19970801,20000801,0
918541,20061231,20091231,0
942126,20010914,20040914,0
350797,19981118,20011118,0
1415624,20070428,20100428,0
1029142,20031130,20061130,0
1490013,20130110,20160110,0
1357204,19950217,19980217,0
106618,20090617,20120617,0
1362719,19961219,19991219,0
62709,20040515,20070515,0
921500,20080803,20110803,0
1517175,20080918,20110918,0
1392179,20041205,20071205,0
940944,20160310,20190310,0
895450,20040326,20070326,0
63276,20101112,20131112,0
835664,20061007,20091007,0
899923,20151216,20181216,0
798359,20100415,20130415,0
822794,20090425,20120425,0
768262,20151112,20181112,0
1359555,19940316,19970316,0
1089720,20131112,20161112,0
801898,20120415,20150415,0
1298521,19970501,20000501,0
1270073,20130104,20160104,0
1439095,19990617,20020617,0
1227476,20040330,20070330,0
1578776,20080214,20110214,0
883943,19980925,20010925,0
110536,19930603,19960603,0
1081009,19980912,20010912,0
1530950,20020202,20050202,0
1464343,19991017,20021017,0
97517,20050402,20080402,0
1559991,19920924,19950924,0
320345,20030514,20060514,0
1293971,19990219,20020219,0
1305197,20011102,20041102,0
1029654,20001015,20031015,0
1405495,20041201,20071201,0
1496048,20091230,20121230,0
885601,20050716,20080716,0
1368493,20150225,20180225,0
1512074,19940719,19970719,0
812348,20140314,20170314,0
948072,20050714,20080714,0
1542299,19960315,19990315,0
4447,20060727,20090727,0
874016,19920712,19950712,0
1032208,20041126,20071126,0
1500711,20130821,20160821,0
799165,19971220,20001220,0
791963,20010926,20040926,0
891293,19980225,20010225,0
1158324,20080330,20110330,0
1178104,20040330,20070330,0
730716,20050413,20080413,0
860731,19961219,19991219,0
1555365,19990513,20020513,0
1266719,20051230,20081230,0
928022,19930110,19960110,0
826735,19990708,20020708,0
1527622,20070427,20100427,0
1545654,20160209,20190209,0
1137091,19870606,19900606,0
1580185,20040805,20070805,0
816956,20050531,20080531,0
853816,20090503,20120503,0
1131543,19971019,20001019,0
1314772,19970322,20000322,0
880177,19960203,19990203,0
30554,20070211,20100211,0
85961,20130409,20160409,0
1059280,19941130,19971130,0
1058290,19960110,19990110,0
1110803,19970307,20000307,0
1076939,20050302,20080302,0
1162112,19970815,20000815,0
88948,20101112,20131112,0
1373707,20040221,20070221,0
1159154,19960816,19990816,0
1544116,19940505,19970505,0
1099160,19970427,20000427,0
861819,20031030,20061030,0
1111335,20150215,20180215,0
1185348,20141212,20171212,0
879361,20050303,20080303,0
1526629,20050709,20080709,0
1170300,20040109,20070109,0
51548,20040731,20070731,0
8818,20080214,20110214,0
1052595,20130301,20160301,0
832327,20000202,20030202,0
1289592,20050302,20080302,0
1578987,20031018,20061018,0
856128,20050325,20080325,0
96699,20080325,20110325,0
1492658,19990724,20020724,0
1051717,20030403,20060403,0
1323206,20120314,20150314,0
59560,20051025,20081025,0
944868,20160310,20190310,0
910322,20030112,20060112,0
97472,20090729,20120729,0
1354513,20050915,20080915,0
1234620,20041205,20071205,0
886128,20100415,20130415,0
1368365,20051028,20081028,0
1140410,19960222,19990222,0
845611,19981114,20011114,0
1244183,20000203,20030203,0
1383441,20020303,20050303,0
771252,19980430,20010430,0
1298341,19990404,20020404,0
1062780,19990514,20020514,0
94056,20010526,20040526,0
1166928,20150811,20180811,0
1583103,19981213,20011213,0
1319947,20160209,20190209,0
1483830,20050126,20080126,0
805022,20070519,20100519,0
1485933,20081119,20111119,0
866121,19980625,20010625,0
826675,19911030,19941030,0
1452575,20041031,20071031,0
884624,20060722,20090722,0
933136,19981202,20011202,0
1576044,20050126,20080126,0
1022926,19971102,20001102,0
1047127,19961213,19991213,0
817720,20111110,20141110,0
1492633,19970417,20000417,0
1214935,19980805,20010805,0
842183,20150904,20180904,0
1347218,19981011,20011011,0
1303942,19910516,19940516,0
768251,19990708,20020708,0
1030471,19930120,19960120,0
1398551,20061230,20091230,0
1018332,20090927,20120927,0
19925,20160217,20190217,0
1021061,20010207,20040207,0
1164863,20110623,20140623,0
1023131,20001006,20031006,0
1104855,20110930,20140930,0
815094,19990219,20020219,0
1564902,19981211,20011211,0
1367859,20050731,20080731,0
1017793,20110809,20140809,0
798288,20130409,20160409,0
745308,20020202,20050202,0
1124394,20070304,20100304,0
1441634,20080415,20110415,0
12659,19970302,20000302,0
821189,20050717,20080717,0
1181504,20040623,20070623,0
1339605,19990304,20020304,0
78460,20041003,20071003,0
1293211,20010627,20040627,0
914035,20050626,20080626,0
1380509,20010627,20040627,0
847480,20000202,20030202,0
855683,20010803,20040803,0
1410172,20150916,20180916,0
1283709,19981231,20011231,0
1019849,19990905,20020905,0
914539,20031227,20061227,0
730469,20160510,20190510,0
936395,19860629,19890629,0
16058,19981127,20011127,0
55785,19960202,19990202,0
35083,20010926,20040926,0
1111928,19981003,20011003,0
715579,20010803,20040803,0
1181187,19990904,20020904,0
54502,20040129,20070129,0
1556266,20050112,20080112,0
899051,20110205,20140205,0
1285785,19971019,20001019,0
10456,20050110,20080110,0
1493225,20120916,20150916,0
1086142,19990904,20020904,0
1070045,20000329,20030329,0
1385292,19970418,20000418,0
872064,19990321,20020321,0
1481792,20120504,20150504,0
42228,20000930,20030930,0
65873,19970814,20000814,0
1397807,20040723,20070723,0
1517228,19981113,20011113,0
1256536,19940719,19970719,0
865911,20131129,20161129,0
1362925,20050501,20080501,0
926866,20041003,20071003,0
854395,20000512,20030512,0
91419,20050709,20080709,0
790528,20111229,20141229,0
355777,20040915,20070915,0
71829,19930603,19960603,0
1066026,20001015,20031015,0
103145,20040425,20070425,0
100331,19981127,20011127,0
352947,20060115,20090115,0
1093672,20030403,20060403,0
814339,20010929,20040929,0
1296445,20060825,20090825,0
1511737,20060916,20090916,0
759866,19990321,20020321,0
1023364,20060923,20090923,0
1008848,20041205,20071205,0
1085621,19980430,20010430,0
1095981,20050110,20080110,0
49826,19980215,20010215,0
356598,20131129,20161129,0
73756,20010611,20040611,0
1137411,19990914,20020914,0
1023052,20160305,20190305,0
909111,20021015,20051015,0
809933,20060511,20090511,0
1379378,20040915,20070915,0
93751,20110723,20140723,0
1135185,20071215,20101215,0
879826,19990514,20020514,0
1120193,19990320,20020320,0
1322652,20110115,20140115,0
878535,20040515,20070515,0
1274644,20050531,20080531,0
1042810,20160213,20190213,0
1143155,20060203,20090203,0
739708,20130821,20160821,0
1361709,20081028,20111028,0
1140827,20020307,20050307,0
1506488,20050420,20080420,0
1417398,20050428,20080428,0
868368,20160415,20190415,0
1237831,20060820,20090820,0
751978,20041110,20071110,0
70530,19931230,19961230,0
1131227,20050212,20080212,0
1138118,19970330,20000330,0
718332,20080316,20110316,0
1176316,19970918,20000918,0
1066923,20130511,20160511,0
33213,20080415,20110415,0
1092699,20030816,20060816,0
1321927,20050915,20080915,0
101199,20060722,20090722,0
1508171,19940629,19970629,0
1530721,20100407,20130407,0
1572910,20041219,20071219,0
39020,20050415,20080415,0
1096376,20131211,20161211,0
1041514,20091031,20121031,0
1122304,20111231,20141231,0
1051628,20061228,20091228,0
818851,20041106,20071106,0
1005731,19970402,20000402,0
1283810,19970501,20000501,0
846617,20060819,20090819,0
1528558,19980523,20010523,0
832488,20070410,20100410,0
1436304,20111208,20141208,0
1491501,19971002,20001002,0
1324518,20050928,20080928,0
1304069,20070215,20100215,0
1367644,20081113,20111113,0
1169264,19990904,20020904,0
1502749,20050617,20080617,0
918251,20120122,20150122,0
1408146,20050217,20080217,0
944809,19990914,20020914,0
766561,20140816,20170816,0
1547158,20091230,20121230,0
1433833,20111208,20141208,0
893691,19981011,20011011,0
1380393,19990904,20020904,0
